번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
5229,개포4-278,영동3교 남단하부 산책로,서울특별시,강남구,편의시설,강남구,Gangnam_WIFI,2020-06,서울특별시 강남구 개포동 영동3교,서울특별시 강남구 개포동 영동3교,서울특별시 강남구청,02-3423-5342,37.485031,127.051576,2020-09-01
5230,세곡문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F_SPORTS,2020-07,서울특별시 강남구 밤고개로 286,서울특별시 강남구 율현동 278-1,서울특별시 강남구청,02-3423-5342,37.4690495,127.1069115,2020-09-01
5231,세곡문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F_CLASS1,2020-07,서울특별시 강남구 밤고개로 286,서울특별시 강남구 율현동 278-1,서울특별시 강남구청,02-3423-5342,37.4690495,127.1069115,2020-09-01
5232,세곡문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F_CLASS2,2020-07,서울특별시 강남구 밤고개로 286,서울특별시 강남구 율현동 278-1,서울특별시 강남구청,02-3423-5342,37.4690495,127.1069115,2020-09-01
5233,도곡2문화센터,2층,서울특별시,강남구,지역문화시설,강남구,Gangnam_2F_SPORTS,2020-07,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.483645,127.0464243,2020-09-01
5234,도곡2문화센터,2층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2020-07,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.483645,127.0464243,2020-09-01
5235,도곡2문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2020-07,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.483645,127.0464243,2020-09-01
5236,도곡2문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F_MUSIC1,2020-07,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.483645,127.0464243,2020-09-01
5237,도곡2문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F_MUSIC2,2020-07,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.483645,127.0464243,2020-09-01
5238,무역센타 23-198정류장,무역센타 23-198정류장,서울특별시,강남구,교통시설,서울특별시시(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 111-8,서울특별시 강남구청,02-3423-5342,37.5118233,127.0591597,2020-09-01
5239,삼성1-108(B1),트레이드타워 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 영동대로 511,서울특별시 강남구 삼성동 159-1,서울특별시 강남구청,02-3423-5342,37.5103238,127.0610228,2020-09-01
5240,삼성1-108(B1),트레이드타워 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 영동대로 511,서울특별시 강남구 삼성동 159-1,서울특별시 강남구청,02-3423-5342,37.5103238,127.0610228,2020-09-01
5241,삼성1-109(B1),코엑스 동문 버스정류장(23818) 옆,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159,서울특별시 강남구청,02-3423-5342,37.5118233,127.0591597,2020-09-01
5242,삼성1-112(C1),삼성역 7번출구 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 삼성동 168-3,서울특별시 강남구 삼성동 168-3,서울특별시 강남구청,02-3423-5342,37.509956,127.062926,2020-09-01
5243,삼성1-112(C1),삼성역 7번출구 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 삼성동 168-3,서울특별시 강남구 삼성동 168-3,서울특별시 강남구청,02-3423-5342,37.509956,127.062926,2020-09-01
5244,삼성1-113(C1),삼성역 8번출구 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 테헤란로 607,서울특별시 강남구 삼성동 168-12,서울특별시 강남구청,02-3423-5342,37.5094615,127.063963,2020-09-01
5245,삼성1-113(C1),삼성역 8번출구 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 테헤란로 607,서울특별시 강남구 삼성동 168-12,서울특별시 강남구청,02-3423-5342,37.5094615,127.063963,2020-09-01
5246,삼성1-113(C1),삼성역 8번출구 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 테헤란로 607,서울특별시 강남구 삼성동 168-12,서울특별시 강남구청,02-3423-5342,37.5094615,127.063963,2020-09-01
5247,삼성1-114,흑돈가 주변,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 봉은사로86길 14(삼성동),서울특별시 강남구 삼성동 147-16,서울특별시 강남구청,02-3423-5342,37.5124803,127.0563072,2020-09-01
5248,삼성1-116(C1),현대글로비스 본사 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 영동대로 512,서울특별시 강남구 삼성동 167,서울특별시 강남구청,02-3423-5342,37.512287,127.0630422,2020-09-01
5249,삼성1-116(C1),현대글로비스 본사 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 영동대로 512,서울특별시 강남구 삼성동 167,서울특별시 강남구청,02-3423-5342,37.512287,127.0630422,2020-09-01
5250,삼성1-119,삼성1동 더샵 주변,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,"서울특별시 강남구 봉은사로 510(삼성동, 삼성동포스코 더샵)",서울특별시 강남구 삼성동 146-2,서울특별시 강남구청,02-3423-5342,37.512967,127.0549788,2020-09-01
5251,삼성1-121,K타워 중앙분리대 주변,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 테헤란로 513(삼성동),서울특별시 강남구 삼성동 158-23,서울특별시 강남구청,02-3423-5342,37.5079774,127.0588681,2020-09-01
5252,삼성1-223,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 봉은사로82길 7 (삼성동),서울특별시 강남구 삼성동 146-10,서울특별시 강남구청,02-3423-5342,37.5126589,127.054959,2020-09-01
5253,삼성1-224,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 봉은사로84길 16 (삼성동),서울특별시 강남구 삼성동 146-28,서울특별시 강남구청,02-3423-5342,37.5122513,127.0557355,2020-09-01
5254,삼성1-226,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 삼성로104길 22 (삼성동),서울특별시 강남구 삼성동 153,서울특별시 강남구청,02-3423-5342,37.5108993,127.0565737,2020-09-01
5255,삼성1-227,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 삼성로100길 23-16 (삼성동),서울특별시 강남구 삼성동 153-46,서울특별시 강남구청,02-3423-5342,37.510536,127.0572001,2020-09-01
5256,삼성1-228,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 테헤란로81길 42 (삼성동),서울특별시 강남구 삼성동 155,서울특별시 강남구청,02-3423-5342,37.509587,127.0563146,2020-09-01
5257,삼성1-229,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 테헤란로83길 20 (삼성동),서울특별시 강남구 삼성동 158,서울특별시 강남구청,02-3423-5342,37.5087587,127.0576265,2020-09-01
5258,해누리타운(영어특성화도서관),목동동로 81 (신정동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 81 (신정동),,서울특별시 양천구청,02-2620-3251,37.515986,126.863916,2020-10-30
5259,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5260,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5261,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5262,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5263,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5264,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5265,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5266,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5267,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5268,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5269,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5270,해맞이도서관,지양로 37 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 37 (신월동),,서울특별시 양천구청,02-2620-3251,37.519048,126.835613,2020-10-30
5271,해태어린이공원,은행정로6길 23,서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 은행정로6길 23,,서울특별시 양천구청,02-2620-3251,37.521693,126.8621681,2020-10-30
5272,양천근린공원,신정6동 320,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 지하111(신정동),,서울특별시 양천구청,02-2620-3251,37.518045,126.868784,2020-10-30
5273,양천근린공원,신정6동 320,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 지하111(신정동),,서울특별시 양천구청,02-2620-3251,37.517471,126.867753,2020-10-30
5274,양천도시농업공원,신월동 728-15,서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로 24,,서울특별시 양천구청,02-2620-3251,37.512846,126.826804,2020-10-30
5275,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5276,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5277,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5278,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5279,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5280,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5281,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5282,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5283,양천문화회관,목동서로 367 (신정동),서울특별시,양천구,지역문화시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.516535,126.863248,2020-10-30
5284,양천어르신 요양센터,신월로 26 (신정동),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로 26 (신정동),,서울특별시 양천구청,02-2620-3251,37.510663,126.858496,2020-10-30
5285,양천어르신 요양센터,신월로 26 (신정동),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로 26 (신정동),,서울특별시 양천구청,02-2620-3251,37.510663,126.858496,2020-10-30
5286,양천어르신 요양센터,신월로 26 (신정동),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로 26 (신정동),,서울특별시 양천구청,02-2620-3251,37.510663,126.858496,2020-10-30
5287,삼성1-230,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 삼성로92길 29 (삼성동),서울특별시 강남구 삼성동 158-15,서울특별시 강남구청,02-3423-5342,37.5082794,127.0587636,2020-09-01
5288,삼성1-239,구립한별어린이집 앞,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 봉은사로82길 23 (삼성동),서울특별시 강남구 삼성동 149-11,서울특별시 강남구청,02-3423-5342,37.5117593,127.0554973,2020-09-01
5289,삼성1-254,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 삼성로112길 23 (삼성동),서울특별시 강남구 삼성동 68-6,서울특별시 강남구청,02-3423-5342,37.515634,127.0535076,2020-09-01
5290,삼성1-256,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 삼성로104길 9 (삼성동),서울특별시 강남구 삼성동 150-25,서울특별시 강남구청,02-3423-5342,37.510919,127.0553785,2020-09-01
5291,삼성1-260,-,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 테헤란로87길 25 (삼성동),서울특별시 강남구 삼성동 154-13,서울특별시 강남구청,02-3423-5342,37.509412,127.0582031,2020-09-01
5292,삼성1동주민센터,3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514317,127.062611,2020-09-01
5293,삼성1동주민센터,3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514317,127.062611,2020-09-01
5294,삼성1동주민센터,2층,서울특별시,강남구,관공서,SKT Giga WiFi,"Gangnam_2.4G, Gangnam_5G",2020-10,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514317,127.062611,2020-09-01
5295,삼성1동주민센터,2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-02,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514317,127.062611,2020-09-01
5296,삼성1문화센터,1층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5297,삼성1문화센터,삼성1문화센터 4층,서울특별시,강남구,지역문화시설,강남구,Gangnam_4F_LIB,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5298,삼성1문화센터,4층,서울특별시,강남구,지역문화시설,강남구,Gangnam_4F_HOBBY1,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5299,삼성1문화센터,4층,서울특별시,강남구,지역문화시설,강남구,Gangnam_4F_HOBBY2,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5300,삼성1문화센터,5층,서울특별시,강남구,지역문화시설,강남구,Gangnam_5F_MUSIC,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5301,삼성1문화센터,6층,서울특별시,강남구,지역문화시설,강남구,Gangnam_6F_GOLF,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5302,삼성1문화센터,6층,서울특별시,강남구,지역문화시설,강남구,Gangnam_6F_HEALTH,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5303,삼성1문화센터,7층,서울특별시,강남구,지역문화시설,강남구,Gangnam_6F_HALL1,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5304,삼성1문화센터,7층,서울특별시,강남구,지역문화시설,강남구,Gangnam_6F_HALL2,2020-07,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성1동 161-2,서울특별시 강남구청,02-3423-5342,37.514368,127.062669,2020-09-01
5305,코엑스전시장(몰),코엑스전시장 내,서울특별시,강남구,편의시설,미래부(LGU+),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159,서울특별시 강남구청,02-3423-5342,37.5118233,127.0591597,2020-09-01
5306,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5307,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5308,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5309,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5310,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5311,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5312,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5313,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5314,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5315,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5316,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5317,양천평생학습관,목동서로 367 (신정동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.51652093,126.863504,2020-10-30
5318,양천평생학습관,목동서로 367 (신정동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동서로 367 (신정동),,서울특별시 양천구청,02-2620-3251,37.51652093,126.863504,2020-10-30
5319,영유아놀이방,신정동 산74-15,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,,서울특별시 양천구 신정동 산74-15,서울특별시 양천구청,02-2620-3251,37.509819,126.870313,2020-10-30
5320,영유아놀이방,신정동 산74-15,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,,서울특별시 양천구 신정동 산74-15,서울특별시 양천구청,02-2620-3251,37.509819,126.870313,2020-10-30
5321,양화 어르신사랑방,목동중앙북로16길 34-4,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙북로16길 34-4(목동),,서울특별시 양천구청,02-2620-3251,37.54473081,126.873606,2020-10-30
5322,연의공원북카페,신정이펜1로 12 (신정동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신정이펜1로 12 (신정동),,서울특별시 양천구청,02-2620-3251,37.511691,126.834187,2020-10-30
5323,오금 어르신사랑방,목동남로2길50-5(190-2),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동남로2길50-5(190-2),,서울특별시 양천구청,02-2620-3251,37.506318,126.863753,2020-10-30
5324,오목 어르신사랑방,오목로 313,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로 313,,서울특별시 양천구청,02-2620-3251,37.525213,126.872237,2020-10-30
5325,오솔길근린공원,남부순환로70길 11-9,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로70길 11-9,,서울특별시 양천구청,02-2620-3251,37.520428,126.836145,2020-10-30
5326,오솔길근린공원,신월7동 977,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로72길 16(신월동),,서울특별시 양천구청,02-2620-3251,37.520856,126.836206,2020-10-30
5327,용왕 어르신사랑방,목동중앙북로24길 1-31,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙북로24길 1-31,,서울특별시 양천구청,02-2620-3251,37.546188,126.879782,2020-10-30
5328,용왕산 유아숲체험원,목동중앙본로18길 82,서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙본로18길 82,,서울특별시 양천구청,02-2620-3251,37.539935,126.873433,2020-10-30
5329,용왕산근린공원,용왕정길 30,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 용왕정길 30,,서울특별시 양천구청,02-2620-3251,37.542813,126.876919,2020-10-30
5330,용왕산근린공원,용왕정길 30,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 용왕정길 30,,서울특별시 양천구청,02-2620-3251,37.543442,126.877789,2020-10-30
5331,용왕산근린공원,용왕정길 30,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 용왕정길 30,,서울특별시 양천구청,02-2620-3251,37.543806,126.878397,2020-10-30
5332,월성 어르신사랑방,곰달래로11길 24,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 곰달래로11길 24,,서울특별시 양천구청,02-2620-3251,37.531868,126.835823,2020-10-30
5333,월촌 어르신사랑방,목동중앙본로28길 37,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙본로28길 37,,서울특별시 양천구청,02-2620-3251,37.543296,126.872455,2020-10-30
5334,자양 어르신사랑방,신월로11길 13,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로11길 13,,서울특별시 양천구청,02-2620-3251,37.518632,126.840078,2020-10-30
5335,정목 어르신사랑방,목동중앙남로4길20,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙남로4길20,,서울특별시 양천구청,02-2620-3251,37.536886,126.8683382,2020-10-30
