번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
10579	인재개발원-18 (옥내)	(다솜관 2층 차량지원실 쪽 복도)	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 서초구 남부순환로 340길 58		서울시	02-2133-0022	37.509	127.0665	2023-03-10
10580	보건환경연구원	본관 옥상	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0023	37.464703	127.032412	2023-03-10
10581	보건환경연구원	본관 옥상	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0024	37.464703	127.032412	2023-03-10
10582	보건환경연구원	중앙 정원 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0025	37.464703	127.032412	2023-03-10
10583	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0026	37.464703	127.032412	2023-03-10
10584	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0027	37.464703	127.032412	2023-03-10
10585	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0028	37.464703	127.032412	2023-03-10
10586	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0029	37.464703	127.032412	2023-03-10
10587	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0030	37.464703	127.032412	2023-03-10
10588	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0031	37.464703	127.032412	2023-03-10
10589	강남장애인복지관	2층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10590	강남장애인복지관	1층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10591	강남장애인복지관	1층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10592	강남장애인복지관	지하1층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10593	강남장애인복지관	지하1층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10594	강남장애인복지관	지하2층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10595	강남장애인복지관	지하2층	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로 605	서울특별시 강남구 개포동 12-10	서울특별시 강남구청	02-3423-5347	37.4919459	127.0734546	2023-03-01
10596	정신건강복지센터	2층 로비	서울특별시	강남구	관공서	강남구	SEOUL	Jan-20	서울특별시 강남구 일원로9길 38	서울특별시 강남구 일원동 666-7	서울특별시 강남구청	02-3423-5347	37.4900753	127.084669	2023-03-01
10597	정신건강복지센터	3층 어린이방	서울특별시	강남구	관공서	강남구	SEOUL	Jan-20	서울특별시 강남구 일원로9길 38	서울특별시 강남구 일원동 666-7	서울특별시 강남구청	02-3423-5347	37.4900753	127.084669	2023-03-01
10598	일원청소년독서실	일원청소년독서실 내	서울특별시	강남구	지역문화시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로116길 21	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4928272	127.0821269	2023-03-01
10599	일원청소년독서실	일원청소년독서실 내	서울특별시	강남구	지역문화시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로116길 21	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4928272	127.0821269	2023-03-01
10600	일원청소년독서실	일원청소년독서실 내	서울특별시	강남구	지역문화시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로116길 21	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4928272	127.0821269	2023-03-01
10601	일원청소년독서실	일원청소년독서실 내	서울특별시	강남구	지역문화시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로116길 21	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4928272	127.0821269	2023-03-01
10602	일원청소년독서실	일원청소년독서실 내	서울특별시	강남구	지역문화시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로116길 21	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4928272	127.0821269	2023-03-01
10603	일원청소년독서실	일원청소년독서실 내	서울특별시	강남구	지역문화시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 개포로116길 21	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4928272	127.0821269	2023-03-01
10604	일원1동주민센터	1층	서울특별시	강남구	관공서	SKT Giga WiFi	SEOUL	Oct-20	서울특별시 강남구 양재대로55길 14	서울특별시 강남구 일원동 712-3	서울특별시 강남구청	02-3423-5347	37.4918223	127.0880201	2023-03-01
10605	일원1동주민센터	3층	서울특별시	강남구	관공서	강남구	SEOUL	Jul-20	서울특별시 강남구 양재대로55길 14	서울특별시 강남구 일원동 712-3	서울특별시 강남구청	02-3423-5347	37.4918223	127.0880201	2023-03-01
10606	일원1동주민센터	2층	서울특별시	강남구	관공서	강남구	SEOUL	Jul-20	서울특별시 강남구 양재대로55길 14	서울특별시 강남구 일원동 712-3	서울특별시 강남구청	02-3423-5347	37.4918223	127.0880201	2023-03-01
10607	일원1-236(C6)	대학촌 앞	서울특별시	강남구	편의시설	서울특별시시(SKT)	PublicWiFi@Seoul	Nov-20	서울특별시 강남구 양재대로29길 6	서울특별시 강남구 일원동 686-8	서울특별시 강남구청	02-3423-5347	37.4896604	127.0824071	2023-03-01
10608	일원1-223(C6)	일원까치공원 내(서울특별시일원동우체국 뒤편)	서울특별시	강남구	편의시설	서울특별시시(SKT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 일원동 712-4	서울특별시 강남구 일원동 712-4	서울특별시 강남구청	02-3423-5347	37.492327	127.088066	2023-03-01
10609	일원1-201(C6)	대청공원 담장	서울특별시	강남구	편의시설	서울특별시시(SKT)	Gangnam_WIFI	Dec-20	서울특별시 강남구 일원동 621	서울특별시 강남구 일원동 621	서울특별시 강남구청	02-3423-5347	37.4924154	127.0833748	2023-03-01
10610	역삼청소년수련관	지하2층	서울특별시	강남구	편의시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 논현로64길 7	서울특별시 강남구 역삼동 776-8	서울특별시 강남구청	02-3423-5347	37.4939252	127.0408998	2023-03-01
10611	역삼청소년수련관	1층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 논현로64길 7	서울특별시 강남구 역삼동 776-8	서울특별시 강남구청	02-3423-5347	37.4939252	127.0408998	2023-03-01
10612	역삼청소년수련관	2층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 논현로64길 7	서울특별시 강남구 역삼동 776-8	서울특별시 강남구청	02-3423-5347	37.4939252	127.0408998	2023-03-01
10613	역삼청소년수련관	3층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 논현로64길 7	서울특별시 강남구 역삼동 776-8	서울특별시 강남구청	02-3423-5347	37.4939252	127.0408998	2023-03-01
10614	역삼청소년수련관	4층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 논현로64길 7	서울특별시 강남구 역삼동 776-8	서울특별시 강남구청	02-3423-5347	37.4939252	127.0408998	2023-03-01
10615	역삼청소년수련관	5층	서울특별시	강남구	편의시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 논현로64길 7	서울특별시 강남구 역삼동 776-8	서울특별시 강남구청	02-3423-5347	37.4939252	127.0408998	2023-03-01
10616	역삼2문화센터	5층	서울특별시	강남구	지역문화시설	강남구	SEOUL	Jul-20	서울특별시 강남구 도곡로43길 25	서울특별시 강남구 역삼동 761-26	서울특별시 강남구청	02-3423-5347	37.495921	127.0468013	2023-03-01
10617	역삼2문화센터	4층	서울특별시	강남구	지역문화시설	강남구	SEOUL	Jul-20	서울특별시 강남구 도곡로43길 25	서울특별시 강남구 역삼동 761-26	서울특별시 강남구청	02-3423-5347	37.495921	127.0468013	2023-03-01
10618	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0032	37.464703	127.032412	2023-03-10
10619	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0033	37.464703	127.032412	2023-03-10
10620	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0034	37.464703	127.032412	2023-03-10
10621	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0035	37.464703	127.032412	2023-03-10
10622	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0036	37.464703	127.032412	2023-03-10
10623	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0037	37.464703	127.032412	2023-03-10
10624	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0038	37.464703	127.032412	2023-03-10
10625	보건환경연구원	본관 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0039	37.464703	127.032412	2023-03-10
10626	보건환경연구원	본관 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0040	37.464703	127.032412	2023-03-10
10627	보건환경연구원	본관 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0041	37.464703	127.032412	2023-03-10
10628	보건환경연구원	본관 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0042	37.464703	127.032412	2023-03-10
10629	보건환경연구원	본관 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0043	37.464703	127.032412	2023-03-10
10630	보건환경연구원	본관 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0044	37.464703	127.032412	2023-03-10
10631	보건환경연구원	본관 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0045	37.464703	127.032412	2023-03-10
10632	보건환경연구원	본관 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0046	37.464703	127.032412	2023-03-10
10633	보건환경연구원	본관 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0047	37.464703	127.032412	2023-03-10
10634	보건환경연구원	본관 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0048	37.464703	127.032412	2023-03-10
10635	보건환경연구원	본관 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0049	37.464703	127.032412	2023-03-10
10636	보건환경연구원	신관B동 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0050	37.464703	127.032412	2023-03-10
10637	보건환경연구원	신관B동 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0051	37.464703	127.032412	2023-03-10
10638	보건환경연구원	신관B동 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0052	37.464703	127.032412	2023-03-10
10639	보건환경연구원	신관B동 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0053	37.464703	127.032412	2023-03-10
10640	보건환경연구원	신관B동 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0054	37.464703	127.032412	2023-03-10
10641	보건환경연구원	신관B동 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0055	37.464703	127.032412	2023-03-10
10642	보건환경연구원	신관B동 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0056	37.464703	127.032412	2023-03-10
10643	보건환경연구원	신관B동 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0057	37.464703	127.032412	2023-03-10
10644	보건환경연구원	신관B동 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0058	37.464703	127.032412	2023-03-10
10645	보건환경연구원	신관A동 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0059	37.464703	127.032412	2023-03-10
10646	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0060	37.464703	127.032412	2023-03-10
10647	보건환경연구원	신관A동 지하1층 방재실	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0061	37.464703	127.032412	2023-03-10
10648	보건환경연구원	신관A동 지하1층 중앙감시실	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0062	37.464703	127.032412	2023-03-10
10649	보건환경연구원	신관A동 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0063	37.464703	127.032412	2023-03-10
10650	보건환경연구원	신관A동 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0064	37.464703	127.032412	2023-03-10
10651	보건환경연구원	신관A동 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0065	37.464703	127.032412	2023-03-10
10652	보건환경연구원	신관A동 청경실	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0066	37.464703	127.032412	2023-03-10
10653	청담-238(A3)	청담초교 정문 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 압구정로71길 10	서울특별시 강남구 청담동 101-6	서울특별시 강남구청	02-3423-5347	37.5273401	127.0458472	2023-03-01
10654	청담-237(A7)	한남주차장 코너 사거리	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 청담동 96-28	서울특별시 강남구 청담동 96-28	서울특별시 강남구청	02-3423-5347	37.524902	127.04586	2023-03-01
10655	청담-237(A7)	한남주차장 코너 사거리	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 청담동 96-28	서울특별시 강남구 청담동 96-28	서울특별시 강남구청	02-3423-5347	37.524902	127.04586	2023-03-01
10656	청담-236(A7)	공원 계단 입구	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로67길 15	서울특별시 강남구 청담동 94-4	서울특별시 강남구청	02-3423-5347	37.5251376	127.0442417	2023-03-01
10657	청담-236(A7)	공원 계단 입구	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로67길 15	서울특별시 강남구 청담동 94-4	서울특별시 강남구청	02-3423-5347	37.5251376	127.0442417	2023-03-01
10658	청담-235(A7)	GS25 청담미래점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로61길 10	서울특별시 강남구 청담동 93-3	서울특별시 강남구청	02-3423-5347	37.5245436	127.0429935	2023-03-01
10659	청담-233(A7)	효성빌라 2동 담장	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 압구정로62길 12	서울특별시 강남구 청담동 82-7	서울특별시 강남구청	02-3423-5347	37.5261175	127.0429609	2023-03-01
10660	청담-233(A7)	효성빌라 2동 담장	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 압구정로62길 12	서울특별시 강남구 청담동 82-7	서울특별시 강남구청	02-3423-5347	37.5261175	127.0429609	2023-03-01
10661	청담-222(A8)	영동고교 담장 옆	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 선릉로138길 6	서울특별시 강남구 청담동 23-11	서울특별시 강남구청	02-3423-5347	37.5192939	127.041194	2023-03-01
10662	청담-213(A8)	공영주차장 관리사무실 옆	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 도산대로56길 17	서울특별시 강남구 청담동 23	서울특별시 강남구청	02-3423-5347	37.5219367	127.040511	2023-03-01
10663	청담-212(A8)	럭키슈에뜨 청담직영점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 선릉로146길 27	서울특별시 강남구 청담동 21-15	서울특별시 강남구청	02-3423-5347	37.5219251	127.0419793	2023-03-01
10664	청담-126(A8)	더청담 뒤편 사거리	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Nov-20	서울특별시 강남구 도산대로 434	서울특별시 강남구 청담동 4-10	서울특별시 강남구청	02-3423-5347	37.523032	127.0433759	2023-03-01
10665	청담-124	청담2치안센터 주변	서울특별시	강남구	편의시설	서울특별시시(SKT)	PublicWiFi@Seoul	Mar-20	서울특별시 강남구 삼성로 761(청담동)	서울특별시 강남구 청담동 8	서울특별시 강남구청	02-3423-5347	37.5227079	127.0478622	2023-03-01
10666	청담-120(A7)	태그호이어 부티크 청담점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 선릉로 828	서울특별시 강남구 청담동 84-8	서울특별시 강남구청	02-3423-5347	37.525789	127.0402192	2023-03-01
10667	청담-119(A7)	더카페마룬에프 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 429	서울특별시 강남구 청담동 91-8	서울특별시 강남구청	02-3423-5347	37.5239354	127.0427727	2023-03-01
10668	청담-116(A8)	삼거리	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 420	서울특별시 강남구 청담동 3	서울특별시 강남구청	02-3423-5347	37.5230535	127.0420823	2023-03-01
10669	청담-116(A8)	삼거리	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 420	서울특별시 강남구 청담동 3	서울특별시 강남구청	02-3423-5347	37.5230535	127.0420823	2023-03-01
10670	청담-113(A8)	하나로마트 청담점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Nov-20	서울특별시 강남구 학동로 411	서울특별시 강남구 청담동 43-9	서울특별시 강남구청	02-3423-5347	37.5180582	127.0446996	2023-03-01
10671	청담-113(A8)	하나로마트 청담점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Nov-20	서울특별시 강남구 학동로 411	서울특별시 강남구 청담동 43-9	서울특별시 강남구청	02-3423-5347	37.5180582	127.0446996	2023-03-01
10672	청담-110(A8)	피앤폴루스 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 442	서울특별시 강남구 청담동 4-8	서울특별시 강남구청	02-3423-5347	37.5232858	127.0441159	2023-03-01
10673	청담-110(A8)	피앤폴루스 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 442	서울특별시 강남구 청담동 4-8	서울특별시 강남구청	02-3423-5347	37.5232858	127.0441159	2023-03-01
10674	청담-110(A8)	피앤폴루스 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 442	서울특별시 강남구 청담동 4-8	서울특별시 강남구청	02-3423-5347	37.5232858	127.0441159	2023-03-01
10675	청담-109(A3)	이디야커피 청담사거리점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 521	서울특별시 강남구 청담동 125-22	서울특별시 강남구청	02-3423-5347	37.5248364	127.050334	2023-03-01
10676	청담-109(A3)	이디야커피 청담사거리점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 521	서울특별시 강남구 청담동 125-22	서울특별시 강남구청	02-3423-5347	37.5248364	127.050334	2023-03-01
10677	청담-108(A3)	KEB하나은행 청담사거리지점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 507	서울특별시 강남구 청담동 120-3	서울특별시 강남구청	02-3423-5347	37.5247108	127.0485212	2023-03-01
10678	청담-108(A3)	KEB하나은행 청담사거리지점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 507	서울특별시 강남구 청담동 120-3	서울특별시 강남구청	02-3423-5347	37.5247108	127.0485212	2023-03-01
10679	청담-108(A3)	KEB하나은행 청담사거리지점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Mar-20	서울특별시 강남구 도산대로 507	서울특별시 강남구 청담동 120-3	서울특별시 강남구청	02-3423-5347	37.5247108	127.0485212	2023-03-01
10680	청담-107(A7)	박지현한복 청담점 앞	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 선릉로 816	서울특별시 강남구 청담동 85-17	서울특별시 강남구청	02-3423-5347	37.524553	127.039932	2023-03-01
10681	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0067	37.464703	127.032412	2023-03-10
10682	보건환경연구원	본관 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0068	37.464703	127.032412	2023-03-10
10683	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0069	37.464703	127.032412	2023-03-10
10684	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0070	37.464703	127.032412	2023-03-10
10685	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0071	37.464703	127.032412	2023-03-10
10686	보건환경연구원	본관 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0072	37.464703	127.032412	2023-03-10
10687	보건환경연구원	본관 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0073	37.464703	127.032412	2023-03-10
10688	보건환경연구원	신관A동 1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0074	37.464703	127.032412	2023-03-10
10689	보건환경연구원	신관B동 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0075	37.464703	127.032412	2023-03-10
10690	보건환경연구원	신관A동 2층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0076	37.464703	127.032412	2023-03-10
